Id,Name,Address1,City,PostalCode,Latitude,Longitude,StateCode,CountryCode,Distance,HideOnDirectory
2123908387,HEART OF CHELSEA VETERINARY GROUP - LOWER EASTSIDE,241 ELDRIDGE ST,NEW YORK,1002,40.72266,-73.989914,NY,US,1.116594,False
2126748640,EAST VILLAGE VETERINARIAN,244 9TH AVE,NEW YORK,10001,40.72266,-73.989914,NY,US,1.116594,False
2127772630,COOPER SQUARE VETERINARY HOSPITAL,211 E 5TH ST,NEW YORK,10003,40.72759,-73.99044,NY,US,1.3375124,False
7188528281,BROOKLYN HEIGHTS VETERINARY GROUP,10 COLUMBIA PL,BROOKLYN,11201,40.693504,-73.99864,NY,US,1.3835422,False
6102093848,MOBILE VET,260 WATER ST APT 4F,BROOKLYN,11201,40.70279,-73.983315,NY,US,1.3953098,False
2126911100,GREENWICH VILLAGE ANIMAL HOSPITAL,504 HUDSON ST,NEW YORK,10014,40.733288,-74.00602,NY,US,1.4298116,False
4135527270,MOBILE VET,136 WAVERLY PL APT 6E,NEW YORK,10014,40.733,-74.00052,NY,US,1.4450462,False
2129896651,A HOUSE CALL FOR PETS,240 W 10TH ST,NEW YORK,10014,40.73368,-74.00565,NY,US,1.4574102,False
2126337400,WEST VILLAGE VETERINARY HOSPITAL,75TH 8TH AVE,NEW YORK,10014,40.73396,-74.00528,NY,US,1.477461,False
2126910300,CHRISTOPHER PARK VET HOSPITAL,16 CHRISTOPHER ST,NEW YORK,10014,40.733784,-74.000496,NY,US,1.4982051,False
7182379200,HEIGHTS & HILL VETERINARY HOSPITAL,140 ATLANTIC AVE,BROOKLYN,11201,40.691326,-73.99737,NY,US,1.5474117,False
2122429169,ABINGDON SQ VETERINARY CLINIC,130 WEST 10TH STREET,NEW YORK,10014,40.734493,-74.000305,NY,US,1.548232,False
2129799870,THE VILLAGE VETERINARIAN,340 E 11TH ST,NEW YORK,10003,40.729424,-73.98464,NY,US,1.6349903,False
2016263785,NEWPORT VETERINARY CENTER,29 RIVER DR S,JERSEY CITY,07310,40.726925,-74.03266,NJ,US,1.6857376,False
2129339044,SMALL DOOR VETERINARY,15 7TH AVE,NEW YORK,10011,40.736942,-74.00058,NY,US,1.7112151,False
9175047786,BISCUITS & BATH,41 WEST 13TH ST,NEW YORK,10011,40.736423,-73.996025,NY,US,1.7367018,False
2124192500,NY VET PRACTICE -BISCUITS & BATH,41 WEST 13TH ST,NEW YORK,10011,40.736423,-73.996025,NY,US,1.7367018,False
2124142137,METVET,50 JANE ST,NEW YORK,10014,40.738,-74.00499,NY,US,1.7569304,False
2123580785,ABC ANIMAL HOSPITAL,200 AVENUE A,NEW YORK,10009,40.72924,-73.98085,NY,US,1.772036,False
2126746200,URBAN VETS,163 AVENUE C,NEW YORK,10009,40.726074,-73.97773,NY,US,1.7755846,False
9292740838,OFF LEASH VETERINARY CARE,110 HORATIO STREET APT 205,NEW YORK,10014,40.73866,-74.00916,NY,US,1.8054035,False
7185220415,BANFIELD - BROOKLYN,238 ATLANTIC AVE,BROOKLYN,11201,40.689022,-73.99121,NY,US,1.817629,False
2129243311,BLUEPEARL PET HOSPITAL - DOWNTOWN NYC,1 W 15TH ST,NEW YORK,10011,40.736958,-73.993385,NY,US,1.8197274,False
7188341800,COBBLE HILL ANIMAL CLINIC,173 COURT ST,BROOKLYN,11201,40.6882,-73.99281,NY,US,1.8339401,False
9177473923,HOME-CARE VETERINARY,140 KANE ST,BROOKLYN,11231,40.686718,-73.998726,NY,US,1.8353459,False
6465619286,WEST VILLAGE VETERINARY HOSPITAL,75 8TH AVE,NEW YORK,10014,40.739594,-74.00299,NY,US,1.8745865,False
9292946968,ANIMAL MEDICAL CENTER,248 DUFFIELD ST,BROOKLYN,11201,40.69096,-73.984634,NY,US,1.88669,False
7186736763,BOND VETERINARY,217 COURT ST,BROOKLYN,11201,40.68658,-73.9935,NY,US,1.9243819,False
2018396939,VETERINAIRE PET CARE,201 MARIN BLVD,JERSEY CITY,07302,40.714912,-74.04334,NJ,US,1.9310634,False
2015890838,VETERINAIRE PET CARE,201 MARIN BLVD.,JERSEY CITY,07302,40.714878,-74.0434,NJ,US,1.9338096,False
2019823323,HOLLY HANSEN,201 MARIN BLVD,JERSEY CITY,07302,40.714878,-74.0434,NJ,US,1.9338096,False
7185327410,ONE LOVE ANIMAL HOSPITAL-BOERUM HILL,317 ATLANTIC AVE,BROOKLYN,11201,40.688416,-73.98793,NY,US,1.9360497,False
2124774080,GRAMERCY PARK ANIMAL HOSPITAL,37 E 19TH ST,NEW YORK,10003,40.738274,-73.98894,NY,US,2.0003846,False
7185229400,VETERINARY EMERGENCY & REFERRAL GROUP,196 4TH AVE,BROOKLYN,11217,40.685513,-73.992,NY,US,2.0217555,False
2127777299,GOTHAM ANIMAL CLINIC,329 2ND AVE,NEW YORK,10003,40.735695,-73.9828,NY,US,2.0245326,False
2015433206,MICHAEL IZEN DVM,231 SACKETT ST APT 2,BROOKLYN,11231,40.68394,-73.99822,NY,US,2.0282314,False
2126740111,FIRST AVENUE VET HOSPITAL,335 FIRST AVE,NEW YORK CITY,10003,40.73481,-73.98041,NY,US,2.0581117,False
2127414000,NY HOLISTIC VETERINARIAN,257 W 18TH ST,NEW YORK,10011,40.7422,-74.000206,NY,US,2.072423,False
2129246116,HEART OF CHELSEA ANIMAL HOSPITAL,257 W 18TH ST,NEW YORK,10011,40.7422,-74.000206,NY,US,2.072423,False
7188524219,VCA HOPE ANIMAL HOSPITAL,390 ATLANTIC AVE,BROOKLYN,11217,40.686897,-73.985504,NY,US,2.0915356,False
7186252107,JULIE MORRIS DVM (MOBILE VET),563 HENRY ST,BROOKLYN,11231,40.68231,-74.00005,NY,US,2.1207712,False
2122433020,FIREFLY VETERINARY HOSPITAL,164 W 21ST ST,NEW YORK,10011,40.74257,-73.99635,NY,US,2.1390648,False
6469921552,NEW YORK UNIVERSITY,320 EAST 22ND ST,NEW YORK,10010,40.73654,-73.9803,NY,US,2.1523232,False
7186244006,ANIMAL HEALING ARTS OF CARROLL,577 HENRY ST,BROOKLYN,11231,40.681793,-74.00033,NY,US,2.1535983,False
9179091733,,577 HENRY ST,BROOKLYN,11231,40.681793,-74.00033,NY,US,2.1535983,False
2127778742,NY PET CARE INC,301 EAST 22ND STREET,23656654,10010,40.737278,-73.98109,NY,US,2.1659365,False
2014207387,DOWNTOWN VETERINARY ASSOCIATES,282 1ST ST,JERSEY CITY,07302,40.72217,-74.04666,NJ,US,2.1998649,False
3473052846,MILO VETERINARY PRACTICE,105 S 5TH ST,BROOKLYN,11249,40.711548,-73.964165,NY,US,2.2235394,False
7183881172,FELTON VETERINARY SERVICES,80 N 1ST ST,BROOKLYN,11249,40.71614,-73.963646,NY,US,2.262781,False
2122060969,ANIMAL ALLERGY AND DERMATOLOGY,32 W 25 ST,NEW YORK,10010,40.743446,-73.990654,NY,US,2.2888918,False
2122060655,LEXINGTON VETERINARY GROUP,32 W 25TH ST,NEW YORK,10010,40.743446,-73.990654,NY,US,2.2888918,False
7183021485,WILLIAMSBURG VET CLINIC,157 KENT AVENUE,BROOKLYN,11249,40.718422,-73.96352,NY,US,2.29184,False
7183870541,NORTHSIDE VETERINARY CLINIC,233 BERRY ST,BROOKLYN,11249,40.71558,-73.96206,NY,US,2.3416264,False
7176064880,DR. ANDREW TORCHIA DVM,,BROOKLYN,11217,40.68438,-73.98044,NY,US,2.3832288,False
6784910823,MOBILE VET,,BROOKLYN,11217,40.68438,-73.98044,NY,US,2.3832288,False
3474639426,VETERINARY WELLNESS CENTER OF BOERUM HILL,96 3RD AVE,BROOKLYN,11217,40.683582,-73.982,NY,US,2.383282,False
3477638606,VETERINARY WELLNESS CENTER,96 3RD AVE,BROOKLYN,11217,40.683582,-73.982,NY,US,2.383282,False
2126452767,WEST CHELSEA VETERINARY,248 W 26TH ST,NEW YORK,10001,40.74662,-73.99625,NY,US,2.41233,False
2124638705,DOWNTOWN VETERINARY CLINIC,244 9TH AVE,NEW YORK,10001,40.747448,-74.000374,NY,US,2.429821,False
7185960099,BLUE PEARL - BROOKLYN,190 3RD AVE,BROOKLYN,11217,40.683727,-73.97905,NY,US,2.462061,False
7187479264,THE GARDEN VETERINARIAN,455 COURT SR,BROOKLYN,11231,40.677414,-73.99799,NY,US,2.4724739,False
7186233999,CLINTON HILL ANIMAL CLINIC,476 MYRTLE AVE,BROOKLYN,11205,40.69324,-73.96625,NY,US,2.5013642,False
9725561966,VALLEY RANCH PET CLINIC,455 CIMARRON TRAIL,IRVING,75063,40.69324,-73.96625,TX,US,2.5013642,False
2019633604,HOBOKEN ANIMAL HOSPITAL,640 WASHINGTON ST,HOBOKEN,07030,40.74459,-74.029045,NJ,US,2.5034137,False
7188557387,HEART OF BROOKLYN VETERINARY HOSPITAL,775 FULTON ST,BROOKLYN,11217,40.686172,-73.973656,NY,US,2.5122225,False
6466920483,MURRAY HILL PET HOSPITAL,47 E 30TH ST,NEW YORK,10116,40.744995,-73.983444,NY,US,2.5454044,False
7187828387,PAWS & CLAWS VETERINARY,99 N 9TH ST,BROOKLYN,11249,40.720417,-73.95855,NY,US,2.5735576,False
7183953702,PAWS AND CLAWS-BREGMAN VETERINARY GROUP,99 N 9TH ST,BROOKLYN,11249,40.720417,-73.95855,NY,US,2.5735576,False
5078956220,MOBILE VET,195 WILLOUGHBY AVE APT 515 APT,BROOKLYN,11205,40.692463,-73.964226,NY,US,2.619646,False
5165541077,MOBILE VET,290 3RD AVE APT28C,NEW YORK,10010,40.677265,-73.98644,NY,US,2.6600602,False
3477491876,DR.LAURA BRISBANE-COHEN,487 3RD AVE,NEW YORK,10016,40.744705,-73.97853,NY,US,2.6610425,False
9174060089,THIS IS DR.MOHR CELL PLEASE CALL OFFICE# 2127997000,"96 FIFTH AVE, APT 19A",NEW YORK,10011,40.680073,-73.97831,NY,US,2.6921177,False
2129918903,ACUPUNCTURE FOR YOUR DOG,201C E 33RD ST FRNT 1,NEW YORK,10016,40.745056,-73.97815,NY,US,2.6922772,False
2012165777,ANIMAL INFIRMARY OF HOBOKEN,600 ADAMS ST,HOBOKEN,07030,40.74477,-74.03565,NJ,US,2.6932752,False
2124817999,EAST BAY ANIMAL CLINIC,612 2ND AVE,NEW YORK,10016,40.74424,-73.975746,NY,US,2.7181196,False
7189384711,BROOKLYN ROOTS VETERINARY HOSPITAL,319 3RD AVE,BROOKLYN,11215,40.676258,-73.98668,NY,US,2.7191806,False
2015595133,HOBOKEN VETS ANIMAL CLINIC,1125 MAXWELL LN,HOBOKEN,07030,40.749634,-74.02447,NJ,US,2.7244945,False
7182188701,BARC SHELTER,219 N 9TH ST,BROOKLYN,11211,40.717873,-73.954384,NY,US,2.758882,False
9174442241,WILSON HOME VETERINARY CARE,200 E. 36TH ST APT 19B,NY,10016,40.746727,-73.97698,NY,US,2.8220286,False
7182305300,PARK SLOPE ANIMAL HEALTH CTR,250 FLATBUSH AVE,BROOKLYN,11217,40.679497,-73.9744,NY,US,2.841779,False
7187893647,PROSPECT HEIGHTS ANIMAL HOSPITAL,277 FLATBUSH AVE,BROOKLYN,11217,40.67945,-73.97375,NY,US,2.864953,False
7183981187,5TH AVENUE CAT CLINIC,225 5TH AVE,BROOKLYN,11215,40.675606,-73.98073,NY,US,2.8929975,False
3476789544,MOBILE VET,106 PARK PLACE,BROOKLYN,11217,40.678207,-73.97498,NY,US,2.8964796,False
2122139885,RIVERGATE VETERINARY CLINIC,403 E 37TH ST,NEW YORK,10016,40.7455,-73.9717,NY,US,2.9164364,False
9147159132,"PATRICE A. WHITTINGTON, DVM",410 E. 38TH ST,NEW YORK,10016,40.745575,-73.97111,NY,US,2.939949,False
8662628133,BIDEAWEE VETERINARY CLINIC,410 E 38TH ST,NEW YORK,10016,40.745644,-73.97103,NY,US,2.946221,False
2125325884,BIDE-A-WEE ANIMAL CLINIC,410 EAST 38TH ST,NEW YORK,10016,40.745644,-73.97103,NY,US,2.946221,False
2126891320,BIDEAWEE CLINIC IN MANHATTAN,410 E 38TH ST,NY,10016,40.745644,-73.97103,NY,US,2.946221,False
7187897170,NORTHSLOPE VETERINARY,207 6TH AVE,BROOKLYN,11217,40.675476,-73.97768,NY,US,2.9790945,False
8083494220,DR. SCOTT OSGOOD,2465 ALA-WAI BLVD,HONOLULU,96815,40.749535,-73.97691,HI,US,2.987955,False
2126441022,KALVIG AND SHORTER VET ASSOC.,133 E 39TH ST,NEW YORK,10016,40.74954,-73.97691,NY,US,2.9882648,False
2128897778,LEXINGTON VETERINARY GROUP,133 E 39TH ST,NEW YORK,10016,40.74954,-73.97691,NY,US,2.9882648,False
3057668669,LOCUM VETERINARIAN,177 GATES AVE,BROOKLYN,11238,40.68528,-73.96055,NY,US,3.0629654,False
2016300636,VETERINARY EMERGENCY GROUP-HOBOKEN,1327 WILLOW AVE,HOBOKEN,07030,40.7536,-74.02949,NJ,US,3.0759127,False
7187835500,PURE PAWS VET CARE-CLINTON HILL,944 FULTON ST,BROOKLYN,11238,40.682415,-73.96305,NY,US,3.090945,False
3475294345,GREENPOINT VETERINARY CLINIC,111 NASSAU AVE,NEW YORK,11222,40.724365,-73.94958,NY,US,3.094958,False
7187880500,PARK SLOPE VETERINARY CARE,413 FIFTH AVE,BROOKLYN,11215,40.669975,-73.98538,NY,US,3.147817,False
2128382569,A HOUSE CALL SERVICE,172 EAGLE ST,BROOKLYN,11222,40.735138,-73.95371,NY,US,3.177046,False
6468882400,SLOAN-KETTERING,1275 YORK AVE BOX 270,NEW YORK,10021,40.737343,-73.9548,NY,US,3.2059495,False
7189653411,9TH STREET VETERINARY CLINIC,336 9TH ST,BROOKLYN,11215,40.66859,-73.985565,NY,US,3.2343092,False
3479151420,ALL CREATURE VETERINARY HOSPITAL OF BROOKLYN,643 WASHINGTON AVE,BROOKYLN,11238,40.678146,-73.9636,NY,US,3.2773848,False
9178314947,PURE PAWS VETERINARY CARE-HK,506 W 42ND ST,NEW YORK,10036,40.75968,-73.996124,NY,US,3.298968,False
9175347838,PURE PAWS VETERINARY CARE OF HELL'S KITCHEN,506 W 42ND ST,NY,10036,40.75968,-73.996124,NY,US,3.298968,False
9177462617,PURE PAWS VET CARE OF HELLS KITCHEN,506 W 42ND ST,NEW YORK,10036,40.75968,-73.996124,NY,US,3.298968,False
7183884746,GRAND ANIMAL CLINIC,198 GRAHAM AVE,BROOKLYN,11211,40.70862,-73.94314,NY,US,3.335246,False
2565066745,PROIETTO VETERINARY SERVICES,111 HART ST APT 1,BROOKLYN,11206,40.693596,-73.947044,NY,US,3.3845537,False
6462702171,MOBILE VET,,JERSEY CITY,07306,40.733604,-74.06561,NJ,US,3.414128,False
7183697387,PARK SLOPE VET CENTER,639 4TH AVE STE 1,BROOKLYN,11232,40.663498,-73.994316,NY,US,3.4530945,False
6072793967,MOBLE VET,571 5TH ST,BROOKLYN,11215,40.667896,-73.97613,NY,US,3.4770238,False
7188323899,ANIMAL KIND VETERINARY HOSPITAL,365 7TH AVE,BROOKLYN,11215,40.665737,-73.98225,NY,US,3.4800887,False
2124333420,HEART OF CHELSEA VETERINARY GROUP - HELL'S KITCHEN,453 W 46TH ST,NEW YORK,10036,40.761967,-73.99263,NY,US,3.4885716,False
7183838387,LONG ISLAND CITY VET CENTER,4848 VERNON BLVD,LONG ISLAND CITY,11101,40.743507,-73.95388,NY,US,3.4901235,False
7187882983,MOBILE VET,654 5TH AVE,BROOKLY,11215,40.66245,-73.992546,NY,US,3.5425804,False
2014204424,HEIGHTS VETERINARY ASSOCIATES,3402 JOHN F. KENNEDY BLVD W,JERSEY CITY,07307,40.74843,-74.05537,NJ,US,3.5564954,False
9175252579,INSTAVET - OCTAGON,888 MAIN ST,NEW YORK,10044,40.666687,-73.97544,NY,US,3.5676756,False
7187686125,PROSPECT PARK ANIMAL CLINIC,105 PROSPECT PARK W,BROOKLYN,11215,40.666687,-73.97544,NY,US,3.5676756,False
9293527947,PROSPECT PARK ANIMAL CLINIC,105 PROSPECT PARK,BROOKLYN,11215,40.666687,-73.97544,NY,US,3.5676756,False
5627531785,MICHAEL WISEMAN DVM,,NEW YORK CITY,10022,40.756416,-73.9703,NY,US,3.5746238,False
2015652301,VETERINAIRE PET CARE,25 SENATE PL,JERSEY CITY,07306,40.737293,-74.06718,NJ,US,3.6018827,False
7189757080,FRANKLIN AVE ANIMAL HOSPITAL,614 FRANKLIN AVE,BROOKLYN,11238,40.677433,-73.955765,NY,US,3.6048496,False
2166699451,EZAT L YOMTOVIAN,589 PPARK PLACE #1,BROOKLYN,11238,40.674786,-73.958374,NY,US,3.6343515,False
2164699451,EZAT L YOMTOVIAN,589 PPARK PLACE #1,BROOKLYN,11238,40.674786,-73.958374,NY,US,3.6343515,False
3474575588,GREENWOOD VETERINARY CARE,"6508, 708 5TH AVE",BROOKLYN,11215,40.660816,-73.99429,NY,US,3.6354656,False
7184331334,CITY VET,45-44 VERNON BLVD,LONG ISLAND,11101,40.747116,-73.95296,NY,US,3.6845427,False
2122569537,CITY PETS THE HOUSE CALL VETS,50 W 57TH ST 7TH FLOOR,NEW YORK,10019,40.764248,-73.98744,NY,US,3.7067966,False
2129776877,FUND FOR ANIMALS SPAY & NEUTER,355 W 52ND ST,NEW YORK,10019,40.764496,-73.98689,NY,US,3.7312045,False
2123335548,CLINTON VETERINARY CENTER,357 W 52ND ST,NEW YORK,10019,40.764572,-73.987045,NY,US,3.734044,False
9178214868,NYC Mobile Vet Clinic,420 East 54th St 4H,New York,10022,40.755684,-73.96349,NY,US,3.7355018,False
7186220052,CROWN HEIGHTS ANIMAL HOSPITAL,753 FRANKLIN AVE,BROOKLYN,11238,40.672974,-73.95695,NY,US,3.7765236,False
6468012477,VETS IN THE CITY,400 W 55TH ST,NEW YORK,10019,40.76664,-73.98735,NY,US,3.8674176,False
9172879581,MOBILE VET,50 W. 57TH ST,NY,10019,40.763783,-73.97661,NY,US,3.8692398,False
7184730081,ALISON ANIMAL,224 PROSPECT PARK WEST,BROOKLYN,11215,40.66006,-73.980965,NY,US,3.8704844,False
2127670099,BLUE PEARL VETERINARY PARTNERS-MIDTOWN,410 W 55TH ST,NEW YORK,10019,40.766796,-73.98768,NY,US,3.8733907,False
2129209680,NEWWARD VETERINARY HOSPTIAL,310 W 56 ST,NY,10019,40.766167,-73.98416,NY,US,3.8828769,False
7186225751,BEDFOND STUYVESANT VETERINARY CLINIC,1403 FULTON ST,BROOKLYN,11216,40.680363,-73.945045,NY,US,3.919154,False
2014356424,ANIMAL CLINIC & HOSPITAL OF JERSEY CITY,603 W SIDE AVE,JERSEY CITY,07304,40.721485,-74.0811,NJ,US,3.9496777,False
2127524840,HUMANE SOCIETY OF NY,306 EAST 59TH ST,NEW YORK,10022,40.760166,-73.96388,NY,US,3.9751964,False
2127524842,HUMANE SOCIETY OF NEW YORK,306 E 59TH ST,NEW YORK,10022,40.760166,-73.96388,NY,US,3.9751964,False
6469071996,BOND VET - UPPER EAST SIDE,1049 3RD AVE,NEW YORK,10065,40.763187,-73.965065,NY,US,4.1164002,False
3477253900,BUSHWICK VETERINARY CENTER,4 PORTER AVE,BROOKLYN,11237,40.70512,-73.92854,NY,US,4.120946,False
2128387053,ANIMAL MEDICAL CENTER,510 E 62ND ST,NEW YORK,10065,40.760017,-73.95809,NY,US,4.145268,False
2128367053,WEST-HILLS VETERNARY CLINIC,510 EAST 62ND ST,NEW YORK,10065,40.760017,-73.95809,NY,US,4.145268,False
2128388100,ANIMAL MEDICAL CENTER,510 E 62ND ST,NEW YORK,10065,40.760017,-73.95809,NY,US,4.1452713,False
2123298612,ONCOLOGY & SMALL ANIMAL INTERNAL MEDICINE,510 EAST 62ND STREET,NEW YORK,10065,40.760017,-73.95809,NY,US,4.1452713,False
3478520457,MOBILE VET,510 E 62ND ST,NEW YORK,10065,40.760017,-73.95809,NY,US,4.1452837,False
2129699729,VETCIERGE VETERINARY HOUSE CALLS,515 W 59TH ST,NEW YORK,10019,40.77111,-73.98827,NY,US,4.154917,False
6466476814,ANIMAL MEDICAL CENTER,510 E 62ND ST,NEW YORK,10065,40.760147,-73.95798,NY,US,4.1559095,False
2123298671,ANIMAL MEDICAL CENTER NY NY,510 EAST 62ND ST,NEW YORK,10065,40.760147,-73.95798,NY,US,4.155998,False
2123298733,ANIMAL MEDICAL CENTER,510 E 62ND ST,NEW YORK,10065,40.760155,-73.957985,NY,US,4.156139,False
2123298839,ANIMAL MEDICAL CENTER,510 EAST 62ND ST,NEW YORK,10021,40.760155,-73.957985,NY,US,4.156139,False
2123298798,ANIMAL MEDICAL CENTER,510 E 62 ST,NEW YORK,10021,40.760155,-73.957985,NY,US,4.156139,False
2123298807,ANIMAL MEDICAL CENTER,510 E 62ND ST,NEW YORK,10065,40.760155,-73.957985,NY,US,4.156139,False
2123298620,ANIMAL MEDICAL CENTER,510 EAST 62ND ST,NEW YORK,10065,40.760155,-73.957985,NY,US,4.156139,False
2123298835,ANIMAL MEDICAL CENTER NYC-RADIOLOGY,510 EAST 62ND ST,NY,10065,40.760155,-73.957985,NY,US,4.156139,False
3153504837,JOHANNA KINGSLEY,311 TEN ROUTE,DEKALB JUNCTION,13630,40.693684,-73.931206,NY,US,4.159625,False
2129350823,SUTTON ANIMAL HOSPITAL,1147 1ST AVE,NEW YORK,10065,40.762074,-73.96057,NY,US,4.1823816,False
2129350358,SUTTON ANIMAL HOSPITAL,1147 FIRST AVE,NEW YORK,10065,40.76208,-73.96057,NY,US,4.1826863,False
2122233500,VETERINARY EMERGENCY GROUP - UPPER EAST SIDE,1215 2ND AVE,NEW YORK,10065,40.76362,-73.96237,NY,US,4.2175894,False
3477197190,HUDSON ANIMAL HOSPITAL,238 W 61ST ST,NEW YORK,10023,40.77232,-73.98864,NY,US,4.2320585,False
2127064088,HUDSON ANIMAL HOSP,238 W 61 STREET,NEW YORK,10023,40.772358,-73.9887,NY,US,4.2337623,False
7185774701,COURT SQUARE ANIMAL HOSPITAL,42-34 CRESCENT ST,LONG ISLAND CITY,11101,40.749817,-73.94158,NY,US,4.266294,False
2129458115,BOND VET-UPPER EAST SIDE,1049 3RD AVE,NEW YORK,10065,40.765327,-73.9638,NY,US,4.2768617,False
9175493638,MOBILE VET,1161 YORK AVE,NEW YORK,10065,40.765327,-73.9638,NY,US,4.2768617,False
5166332095,DR.MANDY KAIN DVM,,NEW YORK,10065,40.765327,-73.9638,NY,US,4.2768617,False
9795718385,MOBILE VET,,LONG ISLAND,11101,40.74847,-73.93918,NY,US,4.3131294,False
7184008387,VETERINARIANS AT COURT SQUARE,27-19 44TH DR,LONG ISLAND,11101,40.74847,-73.93918,NY,US,4.3131294,False
3109238198,MARIA RACIOPPO DVM,,LONG ISLAND CITY,11101,40.74847,-73.93918,NY,US,4.3131294,False
